id,from,to,subject,body,url,url_obfuscated,label
6fb72f2c,qqnaunvcn@students.jru.edu,student@jru.edu,Weekly Academic Update,Your registration is now confirmed. You can access your portal anytime.,https://microsoft.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]microsoft[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
b4bf233b,lfbrvvfpwc@jru.edu,student@jru.edu,Meeting Schedule Confirmation,Thank you for attending today’s meeting. Please review the minutes attached.,https://microsoft.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]microsoft[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
e9a5af61,pmxwmisp@outlook.com,support@jru.edu,Verify your account immediately,"Our system shows an error with your billing profile. To avoid service interruption, update your payment details now.",https://login-security-check.net/session/session/verify,https:[slash][slash]login-security-check[dot]net[slash]session[slash]session[slash]verify,1
f78deb48,rtxgxl@gmail.com,faculty@jru.edu,Classroom Schedule Adjustment Notice,We would like to remind you about your upcoming consultation and scheduled academic advising session with your program head.,https://jru.edu/update/confirm/session,https:[slash][slash]jru[dot]edu[slash]update[slash]confirm[slash]session,0
5dd18fdf,tolrbgqijs@jru.edu,admin@jru.edu,Welcome to Jose Rizal University,Good day! This is your official receipt for the payment received from JRU.,https://facebook.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]facebook[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
7ca6e5f7,vnsclh@yahoo.com,faculty@jru.edu,Verify your account immediately,"May issue po sa account mo, pakiverify agad bago ma-suspend.",https://jru-login.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]jru-login[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
e9acda54,nrfazzljqkdr@account-check.ru,student@jru.edu,Account Suspended: Action Required,We have detected suspicious login attempts. Confirm your identity immediately by accessing the link below.,https://login-security-check.net/login/login/confirm,https:[slash][slash]login-security-check[dot]net[slash]login[slash]login[slash]confirm,1
84ed9095,mvbhewtc@microsoft.com,support@jru.edu,Meeting Schedule Confirmation,Please be informed that your class schedule has been updated. Kindly check the official JRU portal for the latest details.,https://outlook.com/login/verify/verify/login,https:[slash][slash]outlook[dot]com[slash]login[slash]verify[slash]verify[slash]login,0
cda532a3,kttsbjfe@outlook.com,support@jru.edu,Urgent: Update Billing Information,@@@@@@@,https://account-verify.net/login/verify/update/confirm/dashboard/index,https:[slash][slash]account-verify[dot]net[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
29917802,jphtihkbhjbu@outlook.com,student@jru.edu,Classroom Schedule Adjustment Notice,This is to acknowledge your successful payment. Attached in the system is your electronic receipt for reference.,https://outlook.com/verify/verify/login/update,https:[slash][slash]outlook[dot]com[slash]verify[slash]verify[slash]login[slash]update,0
a0f1ce21,xylxsvh@jru.edu,faculty@jru.edu,Meeting Schedule Confirmation,Thank you for attending today’s meeting. Please review the minutes attached.,https://microsoft.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]microsoft[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
a57d60e7,vxtaif@outlook.com,student@jru.edu,Your JRU Portal Access Details,,https://facebook.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]facebook[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
be84cf0d,mtbutnhkro@jru.edu,support@jru.edu,Meeting Schedule Confirmation,Your account has been successfully updated. No further action is required.,https://microsoft.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]microsoft[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
a5ae0295,docnx@students.jru.edu,support@jru.edu,Invoice and Payment Received,###$$$,https://amazon.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]amazon[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
dc0aa707,cyhwdos@yahoo.com,faculty@jru.edu,Unusual Login Attempt Detected,Your mailbox has exceeded the storage limit. Log in through the link below to increase your storage and avoid losing important messages.,https://support-jru-secure.com/confirm/verify/update,https:[slash][slash]support-jru-secure[dot]com[slash]confirm[slash]verify[slash]update,1
211d97d7,tvsxtpuitti@yahoo.com,faculty@jru.edu,Final Warning: Account Will Be Closed,Your account will be permanently disabled if you do not verify your information within 24 hours. Click the secure link to proceed.,https://account-verify.net/session/verify/session/session,https:[slash][slash]account-verify[dot]net[slash]session[slash]verify[slash]session[slash]session,1
8f904326,uelnth@gmail.com,faculty@jru.edu,Your JRU Portal Access Details,Thank you for attending today’s meeting. Please review the minutes attached.,https://google.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]google[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
edbe2233,irymhewenua@portal-support-help.biz,faculty@jru.edu,[AUTO-GENERATED NOTICE] Verify your account immediately,"Our system shows an error with your billing profile. To avoid service
interruption, update your payment details now. Our system shows an error with
your billing profile. To avoid service interruption, update your payment details
now. Our system shows an error with your billing profile. To avoid service
interruption, update your payment details now. Our system shows an error with
your billing profile. To avoid service interruption, update your payment details
now. Our system shows an error with your billing profile. To avoid service
interruption, update your payment details now. Our system shows an error with
your billing profile. To avoid service interruption, update your payment details
now. Our system shows an error with your billing profile. To avoid service
interruption, update your payment details now. Our system shows an error with
your billing profile. To avoid service interruption, update your payment details
now. Our system shows an error with your billing profile. To avoid service
interruption, update your payment details now. Our system shows an error with
your billing profile. To avoid service interruption, update your payment details
now. Our system shows an error with your billing profile. To avoid service
interruption, update your payment details now. Our system shows an error with
your billing profile. To avoid service interruption, update your payment details
now.",https://login-security-check.net/verify/confirm/update/update/verify?token=7cafb11331caa8235884a3c94c4d950ec1d644e50cf9b08f0dde04e129f68ad6b43f39c065c5f71f,https:[slash][slash]login-security-check[dot]net[slash]verify[slash]confirm[slash]update[slash]update[slash]verify?token=7cafb11331caa8235884a3c94c4d950ec1d644e50cf9b08f0dde04e129f68ad6b43f39c065c5f71f,1
50492e99,bhjbyegpuv@yahoo.com,support@jru.edu,Account Suspended: Action Required,Your payment could not be processed. Click the link to update your billing info.,https://jru-login.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]jru-login[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
d7cb81f9,zukwdh@jru.edu,admin@jru.edu,Account Suspended: Action Required,Our system flagged your account for review. Login to verify ownership.,https://jru-login.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]jru-login[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
bb7a91d3,jgbzc@jru.edu,student@jru.edu,Your JRU Portal Access Details,Your registration is now confirmed. You can access your portal anytime.,https://google.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]google[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
3ba21775,hvdgfzegnr@jru.edu,student@jru.edu,Your JRU Portal Access Details,Please be informed that your class schedule has been updated. Kindly check the official JRU portal for the latest details.,https://outlook.com/login/verify/update,https:[slash][slash]outlook[dot]com[slash]login[slash]verify[slash]update,0
9c00fcb4,mbjqpildeewy@secure-alert-info.xyz,faculty@jru.edu,[AUTO-GENERATED NOTICE] Your mailbox storage is full,"Our system shows an error with your billing profile. To avoid service
interruption, update your payment details now. Our system shows an error with
your billing profile. To avoid service interruption, update your payment details
now. Our system shows an error with your billing profile. To avoid service
interruption, update your payment details now. Our system shows an error with
your billing profile. To avoid service interruption, update your payment details
now. Our system shows an error with your billing profile. To avoid service
interruption, update your payment details now. Our system shows an error with
your billing profile. To avoid service interruption, update your payment details
now. Our system shows an error with your billing profile. To avoid service
interruption, update your payment details now. Our system shows an error with
your billing profile. To avoid service interruption, update your payment details
now. Our system shows an error with your billing profile. To avoid service
interruption, update your payment details now. Our system shows an error with
your billing profile. To avoid service interruption, update your payment details
now. Our system shows an error with your billing profile. To avoid service
interruption, update your payment details now. Our system shows an error with
your billing profile. To avoid service interruption, update your payment details
now. Our system shows an error with your billing profile. To avoid service
interruption, update your payment details now. Our system shows an error with
your billing profile. To avoid service interruption, update your payment details
now. Our system shows an error with your billing profile. To avoid service
interruption, update your payment details now. Our system shows an error with
your billing profile. To avoid service interruption, update your payment details
now.",https://support-jru-secure.com/update/verify/confirm/session/verify?token=e77f4e591ae4c6a2e643434b46e71001a49c37507e6370a4d1faa39ae825454dfaf7f61e6ed53bb2,https:[slash][slash]support-jru-secure[dot]com[slash]update[slash]verify[slash]confirm[slash]session[slash]verify?token=e77f4e591ae4c6a2e643434b46e71001a49c37507e6370a4d1faa39ae825454dfaf7f61e6ed53bb2,1
3df70dbf,niumdglukk@outlook.com,admin@jru.edu,Security Alert: Password Reset Needed,"May issue po sa account mo, pakiverify agad bago ma-suspend.",https://jru-login.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]jru-login[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
f8a01528,xxxtdnploq@outlook.com,support@jru.edu,Invoice and Payment Received,"May issue po sa account mo, pakiverify agad bago ma-suspend.",https://facebook.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]facebook[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
c5f34935,csszvsheoa@google.com,student@jru.edu,Final Warning: Account Will Be Closed,"Our system shows an error with your billing profile. To avoid service interruption, update your payment details now.",https://login-security-check.net/session/verify/verify/session,https:[slash][slash]login-security-check[dot]net[slash]session[slash]verify[slash]verify[slash]session,1
15c7342a,rasygu@jru.edu,faculty@jru.edu,Payment Confirmation Failed,"Dear user, we noticed unusual activity. Please verify your account at the link below to avoid suspension.",https://jru-login.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]jru-login[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
1da823c1,khlevclv@yahoo.com,support@jru.edu,Security Alert: Password Reset Needed,Please reset your password now to secure your data.,https://secure-billings.io/login/verify/update/confirm/dashboard/index,https:[slash][slash]secure-billings[dot]io[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
bb81376f,vvrgja@yahoo.com,faculty@jru.edu,MEETING SCHEDULE CONFIRMATION!!!!,Click the link now to proceed.,https://students.jru.edu/update/verify/confirm/verify/update?token=a66fdabc167b72ee5032e50a1b832ef193bf79217da7fe946a6ce8c93f5db42dde9dc18c0b63daea,https:[slash][slash]students[dot]jru[dot]edu[slash]update[slash]verify[slash]confirm[slash]verify[slash]update?token=a66fdabc167b72ee5032e50a1b832ef193bf79217da7fe946a6ce8c93f5db42dde9dc18c0b63daea,0
1cf4fb15,ogdeoad@gmail.com,faculty@jru.edu,Payment Confirmation Failed,Our system flagged your account for review. Login to verify ownership.,https://account-verify.net/login/verify/update/confirm/dashboard/index,https:[slash][slash]account-verify[dot]net[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
dce0bdc7,jdamk@outlook.com,faculty@jru.edu,Weekly Academic Update,Good day! This is your official receipt for the payment received from JRU.,https://jru.edu/login/verify/update/confirm/dashboard/index,https:[slash][slash]jru[dot]edu[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
d57cf388,vqynww@outlook.com,admin@jru.edu,Meeting Schedule Confirmation,Your account has been successfully updated. No further action is required.,https://microsoft.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]microsoft[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
8bf05a1c,roodglcykz@yahoo.com,faculty@jru.edu,Weekly Academic Update,Please be informed that your class schedule has been updated. Kindly check the official JRU portal for the latest details.,https://students.jru.edu/login/session/verify/confirm,https:[slash][slash]students[dot]jru[dot]edu[slash]login[slash]session[slash]verify[slash]confirm,0
c9cf1492,gmlzqnqxi@jru.edu,support@jru.edu,Unusual Login Attempt Detected,Your account will be permanently disabled if you do not verify your information within 24 hours. Click the secure link to proceed.,https://notify-security-center.net/login/session,https:[slash][slash]notify-security-center[dot]net[slash]login[slash]session,1
30ea335a,bybtjep@google.com,support@jru.edu,[AUTO-GENERATED NOTICE] Meeting Schedule Confirmation,Click the link now to proceed.,https://students.jru.edu/update/update/update/confirm/confirm?token=6e8ca446444ffceacecca4dbe7ee2a550e9ea8e77dbc647bd3aafd729bafb35c246af83bfc6ffe98,https:[slash][slash]students[dot]jru[dot]edu[slash]update[slash]update[slash]update[slash]confirm[slash]confirm?token=6e8ca446444ffceacecca4dbe7ee2a550e9ea8e77dbc647bd3aafd729bafb35c246af83bfc6ffe98,0
56e5a444,cfvewzlpsixv@gmail.com,admin@jru.edu,[AUTO-GENERATED NOTICE] Your JRU Portal Access Details,Click the link now to proceed.,https://microsoft.com/session/confirm/update/verify/verify?token=e9434eb1c90d6842ff3772b6efb2bb88dbbd8c15baebcc3e3aa1a210e7a881f5ff1ce8b00006efdf,https:[slash][slash]microsoft[dot]com[slash]session[slash]confirm[slash]update[slash]verify[slash]verify?token=e9434eb1c90d6842ff3772b6efb2bb88dbbd8c15baebcc3e3aa1a210e7a881f5ff1ce8b00006efdf,0
226055d2,kkjsch@jru.edu,support@jru.edu,Invoice and Payment Received,Good day! This is an official message from Jose Rizal University regarding your recent transactions and academic updates.,https://google.com/confirm/confirm/login/login,https:[slash][slash]google[dot]com[slash]confirm[slash]confirm[slash]login[slash]login,0
bf73c257,eworjvveql@outlook.com,student@jru.edu,Final Warning: Account Will Be Closed,Your mailbox has exceeded the storage limit. Log in through the link below to increase your storage and avoid losing important messages.,https://verify-portal-access.net/confirm/update/confirm/confirm,https:[slash][slash]verify-portal-access[dot]net[slash]confirm[slash]update[slash]confirm[slash]confirm,1
42268703,yaarozyc@yahoo.com,admin@jru.edu,Meeting Schedule Confirmation,Your registration is now confirmed. You can access your portal anytime.,https://jru.edu/login/verify/update/confirm/dashboard/index,https:[slash][slash]jru[dot]edu[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
9f9d7378,yljaab@outlook.com,faculty@jru.edu,Payment Confirmation Failed,"Dear user, we noticed unusual activity. Please verify your account at the link below to avoid suspension.",https://bankupdate.biz/login/verify/update/confirm/dashboard/index,https:[slash][slash]bankupdate[dot]biz[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
3b1f47d5,uagijl@students.jru.edu,faculty@jru.edu,Security Alert: Password Reset Needed,Our system flagged your account for review. Login to verify ownership.,https://secure-billings.io/login/verify/update/confirm/dashboard/index,https:[slash][slash]secure-billings[dot]io[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
362bffdd,ezlsrljhhmsy@outlook.com,student@jru.edu,[AUTO-GENERATED NOTICE] Remittance Report from Finance Office,Click the link now to proceed.,https://outlook.com/verify/verify/login/confirm/session?token=c9916690956c26a2154e6f1e3df13f3ac18f6e9f217a82caef8add264951339a97431a0f2df4e467,https:[slash][slash]outlook[dot]com[slash]verify[slash]verify[slash]login[slash]confirm[slash]session?token=c9916690956c26a2154e6f1e3df13f3ac18f6e9f217a82caef8add264951339a97431a0f2df4e467,0
f8f4514d,ezxevyaj@outlook.com,admin@jru.edu,[AUTO-GENERATED NOTICE] Verify your account immediately,"Your account will be permanently disabled if you do not verify your information
within 24 hours. Click the secure link to proceed. Your account will be
permanently disabled if you do not verify your information within 24 hours.
Click the secure link to proceed. Your account will be permanently disabled if
you do not verify your information within 24 hours. Click the secure link to
proceed. Your account will be permanently disabled if you do not verify your
information within 24 hours. Click the secure link to proceed. Your account will
be permanently disabled if you do not verify your information within 24 hours.
Click the secure link to proceed. Your account will be permanently disabled if
you do not verify your information within 24 hours. Click the secure link to
proceed. Your account will be permanently disabled if you do not verify your
information within 24 hours. Click the secure link to proceed. Your account will
be permanently disabled if you do not verify your information within 24 hours.
Click the secure link to proceed. Your account will be permanently disabled if
you do not verify your information within 24 hours. Click the secure link to
proceed. Your account will be permanently disabled if you do not verify your
information within 24 hours. Click the secure link to proceed.",https://verify-portal-access.net/session/confirm/session/update/session?token=4f98b7c5fb1bc693d59e8fd48c35a5912aaa8a785197c1a1e4e8dc3c20ec01ede6f3d8869614f7c0,https:[slash][slash]verify-portal-access[dot]net[slash]session[slash]confirm[slash]session[slash]update[slash]session?token=4f98b7c5fb1bc693d59e8fd48c35a5912aaa8a785197c1a1e4e8dc3c20ec01ede6f3d8869614f7c0,1
d7b48b27,avrsdtxw@students.jru.edu,admin@jru.edu,Invoice and Payment Received,This is to acknowledge your successful payment. Attached in the system is your electronic receipt for reference.,https://gmail.com/update/update,https:[slash][slash]gmail[dot]com[slash]update[slash]update,0
4aa1d03a,viqckct@yahoo.com,student@jru.edu,Your JRU Portal Access Details,This is to acknowledge your successful payment. Attached in the system is your electronic receipt for reference.,https://students.jru.edu/verify/confirm/confirm,https:[slash][slash]students[dot]jru[dot]edu[slash]verify[slash]confirm[slash]confirm,0
f4512f7e,mdefrnbkjxk@account-check.ru,support@jru.edu,Security Alert: Password Reset Needed,"Our system shows an error with your billing profile. To avoid service interruption, update your payment details now.",https://secure-jru-login.com/session/login/session/update,https:[slash][slash]secure-jru-login[dot]com[slash]session[slash]login[slash]session[slash]update,1
9eb93970,gzizbqkoe@students.jru.edu,faculty@jru.edu,Weekly Academic Update,Good day! This is your official receipt for the payment received from JRU.,https://amazon.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]amazon[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
c249087c,jkpbruaobl@outlook.com,student@jru.edu,Meeting Schedule Confirmation,Please see the attached course schedule and classroom assignment.,https://amazon.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]amazon[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
8202d986,ttdjpfetylfh@gmail.com,faculty@jru.edu,Classroom Schedule Adjustment Notice,We would like to remind you about your upcoming consultation and scheduled academic advising session with your program head.,https://gmail.com/verify/verify,https:[slash][slash]gmail[dot]com[slash]verify[slash]verify,0
1d2a53bc,ffgqecx@jru.edu,admin@jru.edu,Urgent: Update Billing Information,"Dear user, we noticed unusual activity. Please verify your account at the link below to avoid suspension.",https://support-helpdesk.co/login/verify/update/confirm/dashboard/index,https:[slash][slash]support-helpdesk[dot]co[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
196e3f7d,gixmnk@yahoo.com,faculty@jru.edu,Welcome to Jose Rizal University,Magandang araw! Pakicheck ang link para sa iyong enrollment details.,https://amazon.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]amazon[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
eb936125,sycyyvys@microsoft.com,admin@jru.edu,REMITTANCE REPORT FROM FINANCE OFFICE!!!!,"Please be informed that your class schedule has been updated. Kindly check the
official JRU portal for the latest details. Please be informed that your class
schedule has been updated. Kindly check the official JRU portal for the latest
details. Please be informed that your class schedule has been updated. Kindly
check the official JRU portal for the latest details. Please be informed that
your class schedule has been updated. Kindly check the official JRU portal for
the latest details. Please be informed that your class schedule has been
updated. Kindly check the official JRU portal for the latest details. Please be
informed that your class schedule has been updated. Kindly check the official
JRU portal for the latest details. Please be informed that your class schedule
has been updated. Kindly check the official JRU portal for the latest details.
Please be informed that your class schedule has been updated. Kindly check the
official JRU portal for the latest details. Please be informed that your class
schedule has been updated. Kindly check the official JRU portal for the latest
details. Please be informed that your class schedule has been updated. Kindly
check the official JRU portal for the latest details. Please be informed that
your class schedule has been updated. Kindly check the official JRU portal for
the latest details. Please be informed that your class schedule has been
updated. Kindly check the official JRU portal for the latest details. Please be
informed that your class schedule has been updated. Kindly check the official
JRU portal for the latest details.",https://students.jru.edu/session/confirm/login/login/confirm?token=3464c8fe3881e46f96de81de0bed6ee469ca288b0c40da3142d8757c6a60c51058a9d1ff77b5bdf7,https:[slash][slash]students[dot]jru[dot]edu[slash]session[slash]confirm[slash]login[slash]login[slash]confirm?token=3464c8fe3881e46f96de81de0bed6ee469ca288b0c40da3142d8757c6a60c51058a9d1ff77b5bdf7,0
8224cddd,bbmgpyqye@students.jru.edu,support@jru.edu,Meeting Schedule Confirmation,Good day! This is your official receipt for the payment received from JRU.,https://google.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]google[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
5b9a0ee4,vrznwt@yahoo.com,admin@jru.edu,Remittance Report from Finance Office,This is to acknowledge your successful payment. Attached in the system is your electronic receipt for reference.,https://yahoo.com/confirm/session,https:[slash][slash]yahoo[dot]com[slash]confirm[slash]session,0
41f97b51,ssbkokfk@students.jru.edu,admin@jru.edu,Urgent: Update Billing Information,Please reset your password now to secure your data.,https://support-helpdesk.co/login/verify/update/confirm/dashboard/index,https:[slash][slash]support-helpdesk[dot]co[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
a168adf4,cuwaruhptzh@jru.edu,support@jru.edu,Invoice and Payment Received,This is to acknowledge your successful payment. Attached in the system is your electronic receipt for reference.,https://google.com/login/session/update,https:[slash][slash]google[dot]com[slash]login[slash]session[slash]update,0
0776a87f,odtkx@jru.edu,student@jru.edu,Account Suspended: Action Required,Our system flagged your account for review. Login to verify ownership.,https://secure-billings.io/login/verify/update/confirm/dashboard/index,https:[slash][slash]secure-billings[dot]io[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
4716b5fa,lzbmpdppuj@account-check.ru,support@jru.edu,Your mailbox storage is full,"Our system shows an error with your billing profile. To avoid service interruption, update your payment details now.",https://secure-jru-login.com/update/confirm/confirm/login,https:[slash][slash]secure-jru-login[dot]com[slash]update[slash]confirm[slash]confirm[slash]login,1
807a3243,alpct@gmail.com,faculty@jru.edu,Verify your account immediately,Your payment could not be processed. Click the link to update your billing info.,https://secure-billings.io/login/verify/update/confirm/dashboard/index,https:[slash][slash]secure-billings[dot]io[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
56782f19,ttpqsj@outlook.com,admin@jru.edu,Meeting Schedule Confirmation,Good day! This is an official message from Jose Rizal University regarding your recent transactions and academic updates.,https://gmail.com/session/login/verify/confirm,https:[slash][slash]gmail[dot]com[slash]session[slash]login[slash]verify[slash]confirm,0
59165f37,oqfjmrbbmc@google.com,student@jru.edu,CLASSROOM SCHEDULE ADJUSTMENT NOTICE!!!!,"Please be informed that your class schedule has been updated. Kindly check the
official JRU portal for the latest details. Please be informed that your class
schedule has been updated. Kindly check the official JRU portal for the latest
details. Please be informed that your class schedule has been updated. Kindly
check the official JRU portal for the latest details. Please be informed that
your class schedule has been updated. Kindly check the official JRU portal for
the latest details. Please be informed that your class schedule has been
updated. Kindly check the official JRU portal for the latest details. Please be
informed that your class schedule has been updated. Kindly check the official
JRU portal for the latest details. Please be informed that your class schedule
has been updated. Kindly check the official JRU portal for the latest details.
Please be informed that your class schedule has been updated. Kindly check the
official JRU portal for the latest details. Please be informed that your class
schedule has been updated. Kindly check the official JRU portal for the latest
details. Please be informed that your class schedule has been updated. Kindly
check the official JRU portal for the latest details. Please be informed that
your class schedule has been updated. Kindly check the official JRU portal for
the latest details. Please be informed that your class schedule has been
updated. Kindly check the official JRU portal for the latest details. Please be
informed that your class schedule has been updated. Kindly check the official
JRU portal for the latest details.",https://microsoft.com/verify/login/session/login/verify?token=c6f7f1e69569506a434034ede95c90ff731950a5470bec4b7d8b7ef599a54d47383244d328310098,https:[slash][slash]microsoft[dot]com[slash]verify[slash]login[slash]session[slash]login[slash]verify?token=c6f7f1e69569506a434034ede95c90ff731950a5470bec4b7d8b7ef599a54d47383244d328310098,0
231b79f6,palgwcvi@gmail.com,admin@jru.edu,Weekly Academic Update,Your registration is now confirmed. You can access your portal anytime.,https://google.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]google[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
8a10cde4,rtechzfpc@yahoo.com,admin@jru.edu,Payment Confirmation Failed,We have detected suspicious login attempts. Confirm your identity immediately.,https://account-verify.net/login/verify/update/confirm/dashboard/index,https:[slash][slash]account-verify[dot]net[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
8ab12fe7,ifzqdwhdt@google.com,faculty@jru.edu,Meeting Schedule Confirmation,Good day! This is an official message from Jose Rizal University regarding your recent transactions and academic updates.,https://microsoft.com/update/login/update,https:[slash][slash]microsoft[dot]com[slash]update[slash]login[slash]update,0
c55744ea,slqsjp@students.jru.edu,faculty@jru.edu,Invoice and Payment Received,Your registration is now confirmed. You can access your portal anytime.,https://jru.edu/login/verify/update/confirm/dashboard/index,https:[slash][slash]jru[dot]edu[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
d1539e29,dalxp@outlook.com,student@jru.edu,Meeting Schedule Confirmation,Good day! This is your official receipt for the payment received from JRU.,https://jru.edu/login/verify/update/confirm/dashboard/index,https:[slash][slash]jru[dot]edu[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
8c45fb24,epgcsmip@secure-alert-info.xyz,admin@jru.edu,Security Alert: Password Reset Needed,Your mailbox has exceeded the storage limit. Log in through the link below to increase your storage and avoid losing important messages.,https://billing-update-alert.net/verify/verify/update,https:[slash][slash]billing-update-alert[dot]net[slash]verify[slash]verify[slash]update,1
f03ddf29,uzoitzmu@jru.edu,student@jru.edu,Remittance Report from Finance Office,Good day! This is an official message from Jose Rizal University regarding your recent transactions and academic updates.,https://gmail.com/session/verify,https:[slash][slash]gmail[dot]com[slash]session[slash]verify,0
f786b113,xjkobe@students.jru.edu,faculty@jru.edu,Verify your account immediately,Your payment could not be processed. Click the link to update your billing info.,https://bankupdate.biz/login/verify/update/confirm/dashboard/index,https:[slash][slash]bankupdate[dot]biz[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
02b8f487,ichpgfft@yahoo.com,faculty@jru.edu,Meeting Schedule Confirmation,Good day! This is your official receipt for the payment received from JRU.,https://microsoft.com/login/verify/update/confirm/dashboard/index,https:[slash][slash]microsoft[dot]com[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
976631ee,maoybqf@outlook.com,faculty@jru.edu,Security Alert: Password Reset Needed,"Dear user, we noticed unusual activity. Please verify your account at the link below to avoid suspension.",https://support-helpdesk.co/login/verify/update/confirm/dashboard/index,https:[slash][slash]support-helpdesk[dot]co[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,1
0b0ccd9f,kxchsfsqg@microsoft.com,student@jru.edu,Classroom Schedule Adjustment Notice,This is to acknowledge your successful payment. Attached in the system is your electronic receipt for reference.,https://outlook.com/update/verify/verify,https:[slash][slash]outlook[dot]com[slash]update[slash]verify[slash]verify,0
b72611e5,ernhkosr@jru.edu,admin@jru.edu,Security Alert: Password Reset Needed,We have detected suspicious login attempts. Confirm your identity immediately.,https://support-helpdesk.co/login/verify/update/confirm/dashboard/index,https:[slash][slash]support-helpdesk[dot]co[slash]login[slash]verify[slash]update[slash]confirm[slash]dashboard[slash]index,0
43b66af3,reqvreoufe@outlook.com,faculty@jru.edu,Meeting Schedule Confirmation,Good day! This is an official message from Jose Rizal University regarding your recent transactions and academic updates.,https://students.jru.edu/update/update/login,https:[slash][slash]students[dot]jru[dot]edu[slash]update[slash]update[slash]login,0
401e0b98,frxvvhtfbu@jru.edu,faculty@jru.edu,Weekly Academic Update,This is to acknowledge your successful payment. Attached in the system is your electronic receipt for reference.,https://google.com/confirm/session/verify,https:[slash][slash]google[dot]com[slash]confirm[slash]session[slash]verify,0
